id,created_at,ETF종목코드,ETF종목명,구성종목코드,구성종목명,구성비중(%)
98752,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,002790,아모레퍼시픽홀딩스,0.49
98753,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,008930,한미사이언스,0.49
98754,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,010130,고려아연,0.49
98755,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,024110,기업은행,0.48
98756,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,000120,CJ대한통운,0.48
98757,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,161890,한국콜마,0.48
98758,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,009150,삼성전기,0.48
98759,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,012750,에스원,0.48
98760,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,161390,한국타이어앤테크놀로지,0.48
98761,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,0126Z0,삼성에피스홀딩스,0.48
98762,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,006280,녹십자,0.48
98763,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,175330,JB금융지주,0.48
98764,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,450080,에코프로머티,0.48
98765,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,251270,넷마블,0.47
98766,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,017800,현대엘리베이터,0.47
98767,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,323410,카카오뱅크,0.47
98768,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,097950,CJ제일제당,0.47
98769,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,064400,LG씨엔에스,0.47
98770,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,006650,대한유화,0.47
98771,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,259960,크래프톤,0.47
98772,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,001680,대상,0.47
98773,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,003490,대한항공,0.47
98774,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,128940,한미약품,0.47
98775,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,375500,DL이앤씨,0.47
98776,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,007070,GS리테일,0.47
98777,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,066570,LG전자,0.47
98778,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,093370,후성,0.47
98779,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,008770,호텔신라,0.46
98780,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,051600,한전KPS,0.46
98781,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,069260,TKG휴켐스,0.46
98782,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,180640,한진칼,0.46
98783,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,000210,DL,0.46
98784,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,004000,롯데정밀화학,0.46
98785,2026-02-02T16:21:10.915886+00:00,252650,KODEX 200동일가중,029780,삼성카드,0.46
98786,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,051900,LG생활건강,0.45
98787,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,035720,카카오,0.45
98788,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,011790,SKC,0.45
98789,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,329180,HD현대중공업,0.45
98790,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,009970,영원무역홀딩스,0.45
98791,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,383220,F&F,0.45
98792,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,001800,오리온홀딩스,0.45
98793,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,280360,롯데웰푸드,0.45
98794,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,009240,한샘,0.45
98795,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,003670,포스코퓨처엠,0.45
98796,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,021240,코웨이,0.45
98797,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,069960,현대백화점,0.45
98798,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,034230,파라다이스,0.45
98799,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,014820,동원시스템즈,0.45
98800,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,007310,오뚜기,0.45
98801,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,004020,현대제철,0.45
98802,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,241560,두산밥캣,0.44
98803,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,018260,삼성에스디에스,0.44
98804,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,267260,HD현대일렉트릭,0.44
98805,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,268280,미원에스씨,0.44
98806,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,066970,엘앤에프,0.44
98807,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,035250,강원랜드,0.44
98808,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,009420,한올바이오파마,0.44
98809,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,009830,한화솔루션,0.44
98810,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,192080,더블유게임즈,0.44
98811,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,000150,두산,0.44
98812,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,096770,SK이노베이션,0.44
98813,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,011200,HMM,0.44
98814,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,073240,금호타이어,0.44
98815,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,185750,종근당,0.44
98816,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,036460,한국가스공사,0.44
98817,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,006040,동원산업,0.44
98818,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,001450,현대해상,0.44
98819,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,005300,롯데칠성,0.44
98820,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,111770,영원무역,0.44
98821,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,004490,세방전지,0.43
98822,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,137310,에스디바이오센서,0.43
98823,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,285130,SK케미칼,0.43
98824,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,000240,한국앤컴퍼니,0.43
98825,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,003030,세아제강지주,0.43
98826,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,003090,대웅,0.43
98827,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,006360,GS건설,0.43
98828,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,004370,농심,0.43
98829,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,000080,하이트진로,0.43
98830,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,030000,제일기획,0.43
98831,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,009540,HD한국조선해양,0.43
98832,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,071320,지역난방공사,0.43
98833,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,302440,SK바이오사이언스,0.42
98834,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,005420,코스모화학,0.42
98835,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,062040,산일전기,0.42
98836,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,114090,GKL,0.41
98837,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,000100,유한양행,0.41
98838,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,005250,녹십자홀딩스,0.41
98839,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,034220,LG디스플레이,0.41
98840,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,000670,영풍,0.4
98841,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,007340,DN오토모티브,0.4
98842,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,373220,LG에너지솔루션,0.4
98843,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,443060,HD현대마린솔루션,0.4
98844,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,112610,씨에스윈드,0.4
98845,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,008730,율촌화학,0.4
98846,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,018880,한온시스템,0.4
98847,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,026960,동서,0.4
98848,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,002840,미원상사,0.4
98849,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,361610,SK아이이테크놀로지,0.39
98850,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,003230,삼양식품,0.39
98851,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,300720,한일시멘트,0.39
98852,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,069620,대웅제약,0.38
98853,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,326030,SK바이오팜,0.38
98854,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,011070,LG이노텍,0.38
98855,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,051910,LG화학,0.37
98856,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,071970,HD현대마린엔진,0.36
98857,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,002030,아세아,0.35
98858,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,007660,이수페타시스,0.34
98859,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,000810,삼성화재,0.34
98860,2026-02-02T16:21:11.374369+00:00,252650,KODEX 200동일가중,KRD010010001,원화현금,0.62
98861,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,006400,삼성SDI,16.6
98862,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,373220,LG에너지솔루션,16.32
98863,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,005490,POSCO홀딩스,12.32
98864,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,247540,에코프로비엠,11.16
98865,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,086520,에코프로,10.6
98866,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,051910,LG화학,9.45
98867,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,003670,포스코퓨처엠,5.79
98868,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,096770,SK이노베이션,3.85
98869,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,066970,엘앤에프,2.83
98870,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,348370,엔켐,2.37
98871,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,450080,에코프로머티,1.65
98872,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,121600,나노신소재,1.22
98873,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,011790,SKC,1.16
98874,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,005070,코스모신소재,0.9
98875,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,137400,피엔티,0.57
98876,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,361610,SK아이이테크놀로지,0.52
98877,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,020150,롯데에너지머티리얼즈,0.52
98878,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,078600,대주전자재료,0.5
98879,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,222080,씨아이에스,0.45
98880,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,005420,코스모화학,0.28
98881,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,093370,후성,0.26
98882,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,107640,한중엔시에스,0.15
98883,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,336370,솔루스첨단소재,0.15
98884,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,036830,솔브레인홀딩스,0.12
98885,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,299030,하나기술,0.1
98886,2026-02-02T16:21:11.374369+00:00,305720,KODEX 2차전지산업,KRD010010001,원화현금,0.18
98887,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,086520,에코프로,20.71
98888,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,005490,POSCO홀딩스,18.24
98889,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,247540,에코프로비엠,16.93
98890,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,003670,포스코퓨처엠,13.66
98891,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,066970,엘앤에프,11.19
98892,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,051910,LG화학,10.89
98893,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,121600,나노신소재,3.39
98894,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,450080,에코프로머티,2.73
98895,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,005070,코스모신소재,1.4
98896,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,078600,대주전자재료,0.87
98897,2026-02-02T16:21:11.374369+00:00,461950,KODEX 2차전지핵심소재10,KRD010010001,원화현금,-0.01
98898,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,000660,SK하이닉스,21.75
98899,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,005930,삼성전자,20.76
98900,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,042700,한미반도체,9.8
98901,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,007660,이수페타시스,7.51
98902,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,058470,리노공업,5.86
98903,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,240810,원익IPS,4.06
98904,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,000990,DB하이텍,3.92
98905,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,039030,이오테크닉스,3.72
98906,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,014680,한솔케미칼,3.02
98907,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,403870,HPSP,2.58
98908,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,357780,솔브레인,2.2
98909,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,005290,동진쎄미켐,2.13
98910,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,101490,에스앤에스텍,1.66
98911,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,140860,파크시스템스,1.57
98912,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,089030,테크윙,1.51
98913,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,319660,피에스케이,1.35
98914,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,281740,레이크머티리얼즈,1.22
98915,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,131970,두산테스나,0.91
98916,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,183300,코미코,0.83
98917,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,036810,에프에스티,0.78
98918,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,195870,해성디에스,0.78
98919,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,108320,LX세미콘,0.72
98920,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,036540,SFA반도체,0.64
98921,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,131290,티에스이,0.42
98922,2026-02-02T16:21:11.374369+00:00,395160,KODEX AI반도체,KRD010010001,원화현금,0.33
98923,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,042700,한미반도체,25.95
98924,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,000150,두산,16.47
98925,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,058470,리노공업,13.6
98926,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,007660,이수페타시스,12.54
98927,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,095340,ISC,8.32
98928,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,039030,이오테크닉스,5.02
98929,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,353200,대덕전자,4.1
98930,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,403870,HPSP,3.95
98931,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,222800,심텍,3.3
98932,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,067310,하나마이크론,2.87
98933,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,089030,테크윙,1.31
98934,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,140860,파크시스템스,0.72
98935,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,036930,주성엔지니어링,0.57
98936,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,031980,피에스케이홀딩스,0.41
98937,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,089970,브이엠,0.31
98938,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,131970,두산테스나,0.19
98939,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,131290,티에스이,0.05
98940,2026-02-02T16:21:11.374369+00:00,471990,KODEX AI반도체핵심장비,KRD010010001,원화현금,0.33
98941,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,298040,효성중공업,21.55
98942,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,010120,LS ELECTRIC,19.8
98943,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,267260,HD현대일렉트릭,18.49
98944,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,006260,LS,11.59
98945,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,001440,대한전선,10.11
98946,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,062040,산일전기,5.67
98947,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,103590,일진전기,4.67
98948,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,000500,가온전선,2.86
98949,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,033100,제룡전기,1.65
98950,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,060370,LS마린솔루션,1.62
98951,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,229640,LS에코에너지,1.25
98952,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,006340,대원전선,0.67
98953,2026-02-02T16:21:11.374369+00:00,487240,KODEX AI전력핵심설비,KRD010010001,원화현금,0.07
98954,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,000660,SK하이닉스,29.82
98955,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,005930,삼성전자,21.94
98956,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,006400,삼성SDI,8.43
98957,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,009150,삼성전기,6.13
98958,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,042700,한미반도체,3.07
98959,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,018260,삼성에스디에스,2.49
98960,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,007660,이수페타시스,2.35
98961,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,058470,리노공업,1.84
98962,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,011070,LG이노텍,1.32
98963,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,240810,원익IPS,1.31
98964,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,108490,로보티즈,1.26
98965,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,034220,LG디스플레이,1.25
98966,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,064400,LG씨엔에스,1.25
98967,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,000990,DB하이텍,1.23
98968,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,039030,이오테크닉스,1.16
98969,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,307950,현대오토에버,1.07
98970,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,403870,HPSP,0.78
98971,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,489790,한화비전,0.77
98972,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,353200,대덕전자,0.76
98973,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,012510,더존비즈온,0.76
98974,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,022100,포스코DX,0.74
98975,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,067310,하나마이크론,0.68
98976,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,098460,고영,0.65
98977,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,323280,태성,0.61
98978,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,095340,ISC,0.55
98979,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,084370,유진테크,0.54
98980,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,101490,에스앤에스텍,0.53
98981,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,036930,주성엔지니어링,0.51
98982,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,140860,파크시스템스,0.49
98983,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,082270,젬백스,0.48
98984,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,064760,티씨케이,0.48
98985,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,089030,테크윙,0.47
98986,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,005070,코스모신소재,0.45
98987,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,178320,서진시스템,0.44
98988,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,020150,롯데에너지머티리얼즈,0.41
98989,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,161580,필옵틱스,0.35
98990,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,078600,대주전자재료,0.3
98991,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,232140,와이씨,0.28
98992,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,042000,카페24,0.26
98993,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,248070,솔루엠,0.25
98994,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,108320,LX세미콘,0.23
98995,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,031980,피에스케이홀딩스,0.2
98996,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,213420,덕산네오룩스,0.19
98997,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,052400,코나아이,0.19
98998,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,204270,제이앤티씨,0.17
98999,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,053800,안랩,0.16
99000,2026-02-02T16:21:11.374369+00:00,266370,KODEX IT,KRD010010001,원화현금,0.39
99001,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,035420,NAVER,10.84
99002,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,068270,셀트리온,10.7
99003,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,005490,POSCO홀딩스,10.67
99004,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,006400,삼성SDI,9.99
99005,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,207940,삼성바이오로직스,9.53
99006,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,035720,카카오,9.0
99007,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,196170,알테오젠,8.06
99008,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,051910,LG화학,6.6
99009,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,373220,LG에너지솔루션,6.35
99010,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,298380,에이비엘바이오,3.85
99011,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,259960,크래프톤,3.31
99012,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,096770,SK이노베이션,3.28
99013,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,036570,엔씨소프트,1.82
99014,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,326030,SK바이오팜,1.42
99015,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,263750,펄어비스,0.99
99016,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,012510,더존비즈온,0.91
99017,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,251270,넷마블,0.77
99018,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,462870,시프트업,0.53
99019,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,042000,카페24,0.3
99020,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,376300,디어유,0.2
99021,2026-02-02T16:21:11.374369+00:00,368680,KODEX K-뉴딜디지털플러스,KRD010010001,원화현금,0.86
99022,2026-02-02T16:21:11.374369+00:00,292190,KODEX KRX300,005930,삼성전자,26.63
99023,2026-02-02T16:21:11.374369+00:00,292190,KODEX KRX300,000660,SK하이닉스,17.61
